"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-10","Quebec","2016A000224","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410165","7.3.1.4","505","E","","","0"
"2024-10","Quebec","2016A000224","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410166","7.3.1.5","407","E","","","0"
"2024-10","Quebec","2016A000224","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410167","7.3.1.6","603","E","","","0"
"2024-10","Quebec","2016A000224","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410168","7.3.2.1","33.7","","","","1"
"2024-10","Quebec","2016A000224","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410169","7.3.2.2","29.8","","","","1"
"2024-10","Quebec","2016A000224","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410170","7.3.2.3","37.8","","","","1"
"2024-10","Quebec","2016A000224","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410171","7.3.2.4","1258","","","","0"
"2024-10","Quebec","2016A000224","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410172","7.3.2.5","1109","","","","0"
"2024-10","Quebec","2016A000224","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410173","7.3.2.6","1408","","","","0"
"2024-10","Quebec","2016A000224","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410174","7.3.3.1","52.8","","","","1"
"2024-10","Quebec","2016A000224","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410175","7.3.3.2","48.6","","","","1"
"2024-10","Quebec","2016A000224","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410176","7.3.3.3","56.9","","","","1"
"2024-10","Quebec","2016A000224","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410177","7.3.3.4","1970","","","","0"
"2024-10","Quebec","2016A000224","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410178","7.3.3.5","1814","","","","0"
"2024-10","Quebec","2016A000224","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410179","7.3.3.6","2125","","","","0"
"2024-10","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410180","8.1.1.1","13.7","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410181","8.1.1.2","12.1","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410182","8.1.1.3","15.6","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410183","8.1.1.4","1848","","","","0"
"2024-10","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410184","8.1.1.5","1609","","","","0"
"2024-10","Ontario","2016A000235","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410185","8.1.1.6","2087","","","","0"
"2024-10","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410186","8.1.2.1","38.9","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410187","8.1.2.2","36.4","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410188","8.1.2.3","41.4","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410189","8.1.2.4","5229","","","","0"
"2024-10","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410190","8.1.2.5","4897","","","","0"
"2024-10","Ontario","2016A000235","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410191","8.1.2.6","5562","","","","0"
"2024-10","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410192","8.1.3.1","47.4","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410193","8.1.3.2","44.9","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410194","8.1.3.3","49.9","","","","1"
"2024-10","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410195","8.1.3.4","6380","","","","0"
"2024-10","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410196","8.1.3.5","6045","","","","0"
"2024-10","Ontario","2016A000235","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410197","8.1.3.6","6715","","","","0"
"2024-10","Ontario","2016A000235","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410198","8.2.1.1","11.5","","","","1"
"2024-10","Ontario","2016A000235","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410199","8.2.1.2","9.3","","","","1"
"2024-10","Ontario","2016A000235","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410200","8.2.1.3","14.1","","","","1"
"2024-10","Ontario","2016A000235","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410201","8.2.1.4","766","E","","","0"
"2024-10","Ontario","2016A000235","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410202","8.2.1.5","609","E","","","0"
"2024-10","Ontario","2016A000235","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410203","8.2.1.6","924","E","","","0"
"2024-10","Ontario","2016A000235","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410204","8.2.2.1","37.3","","","","1"
"2024-10","Ontario","2016A000235","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410205","8.2.2.2","33.7","","","","1"
"2024-10","Ontario","2016A000235","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410206","8.2.2.3","41.0","","","","1"
"2024-10","Ontario","2016A000235","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410207","8.2.2.4","2482","","","","0"
"2024-10","Ontario","2016A000235","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410208","8.2.2.5","2235","","","","0"
"2024-10","Ontario","2016A000235","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410209","8.2.2.6","2729","","","","0"
"2024-10","Ontario","2016A000235","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410210","8.2.3.1","51.2","","","","1"
"2024-10","Ontario","2016A000235","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410211","8.2.3.2","47.6","","","","1"
"2024-10","Ontario","2016A000235","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410212","8.2.3.3","54.8","","","","1"
"2024-10","Ontario","2016A000235","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410213","8.2.3.4","3410","","","","0"
"2024-10","Ontario","2016A000235","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410214","8.2.3.5","3166","","","","0"
"2024-10","Ontario","2016A000235","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410215","8.2.3.6","3653","","","","0"
"2024-10","Ontario","2016A000235","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410216","8.3.1.1","15.9","","","","1"
"2024-10","Ontario","2016A000235","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410217","8.3.1.2","13.5","","","","1"
"2024-10","Ontario","2016A000235","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410218","8.3.1.3","18.7","","","","1"
"2024-10","Ontario","2016A000235","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410219","8.3.1.4","1082","","","","0"
"2024-10","Ontario","2016A000235","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410220","8.3.1.5","907","","","","0"
"2024-10","Ontario","2016A000235","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410221","8.3.1.6","1257","","","","0"
"2024-10","Ontario","2016A000235","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410222","8.3.2.1","40.4","","","","1"
"2024-10","Ontario","2016A000235","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410223","8.3.2.2","37.3","","","","1"
"2024-10","Ontario","2016A000235","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410224","8.3.2.3","43.6","","","","1"
